epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
167,4447.67,0.35645,0.26152,0.82596,0.90294,0.72671,0.7979,0.67763,0.45071,0.43152,0.839,1.70083e-05,1.70083e-05,1.70083e-05
168,4474.5,0.34474,0.25618,0.81541,0.89238,0.7254,0.79627,0.6756,0.45407,0.43915,0.84329,1.65084e-05,1.65084e-05,1.65084e-05
169,4500.98,0.34324,0.25651,0.82071,0.89724,0.72557,0.79892,0.67787,0.45502,0.42839,0.84629,1.60084e-05,1.60084e-05,1.60084e-05
170,4527.54,0.34402,0.25185,0.8195,0.91207,0.71632,0.79711,0.67657,0.45073,0.43195,0.84014,1.55085e-05,1.55085e-05,1.55085e-05
171,4553.96,0.34233,0.25596,0.81758,0.8915,0.72765,0.79678,0.67671,0.44736,0.43843,0.83482,1.50085e-05,1.50085e-05,1.50085e-05
172,4580.36,0.34951,0.25829,0.81809,0.9213,0.71707,0.79618,0.67416,0.4476,0.44395,0.83624,1.45086e-05,1.45086e-05,1.45086e-05
173,4606.76,0.34253,0.25491,0.82284,0.94037,0.7017,0.79666,0.67598,0.44608,0.42993,0.83637,1.40086e-05,1.40086e-05,1.40086e-05
174,4633.48,0.34323,0.25359,0.81874,0.94215,0.69726,0.79612,0.67554,0.44678,0.42276,0.83711,1.35086e-05,1.35086e-05,1.35086e-05
175,4660.12,0.34964,0.25807,0.82045,0.91065,0.71808,0.79956,0.67787,0.44536,0.41912,0.83619,1.30087e-05,1.30087e-05,1.30087e-05
176,4686.69,0.35133,0.25906,0.82031,0.91683,0.72319,0.79831,0.67837,0.44748,0.43318,0.83694,1.25087e-05,1.25087e-05,1.25087e-05
177,4713.19,0.35177,0.25766,0.82064,0.90197,0.72607,0.80145,0.67812,0.44949,0.43591,0.83836,1.20088e-05,1.20088e-05,1.20088e-05
178,4739.82,0.35001,0.25875,0.81826,0.92284,0.71347,0.80079,0.67854,0.44803,0.42553,0.83852,1.15089e-05,1.15089e-05,1.15089e-05
179,4766.59,0.34855,0.25557,0.82186,0.9118,0.72069,0.79895,0.67862,0.44858,0.42176,0.83805,1.10089e-05,1.10089e-05,1.10089e-05
180,4792.86,0.3547,0.25937,0.81798,0.91375,0.71979,0.79604,0.67558,0.4523,0.43119,0.83802,1.05089e-05,1.05089e-05,1.05089e-05
181,4819.41,0.34285,0.25042,0.81559,0.90343,0.72826,0.79714,0.67447,0.45097,0.43077,0.83844,1.0009e-05,1.0009e-05,1.0009e-05
182,4845.94,0.3525,0.25631,0.82113,0.90317,0.72687,0.79908,0.67646,0.44935,0.42921,0.83807,9.50905e-06,9.50905e-06,9.50905e-06
183,4872.39,0.34119,0.25164,0.81658,0.90445,0.72595,0.80207,0.67789,0.45222,0.43376,0.83916,9.0091e-06,9.0091e-06,9.0091e-06
184,4898.8,0.33341,0.24962,0.81675,0.90505,0.72542,0.80267,0.67638,0.4559,0.43517,0.84218,8.50915e-06,8.50915e-06,8.50915e-06
185,4925.49,0.34702,0.25467,0.82201,0.9054,0.72447,0.79983,0.6776,0.45257,0.43487,0.84063,8.0092e-06,8.0092e-06,8.0092e-06
186,4951.98,0.34078,0.24875,0.81591,0.91572,0.72105,0.80164,0.67578,0.45059,0.4305,0.8397,7.50925e-06,7.50925e-06,7.50925e-06
187,4978.19,0.33437,0.25248,0.81909,0.91413,0.72167,0.8011,0.67876,0.45073,0.43023,0.83851,7.0093e-06,7.0093e-06,7.0093e-06
188,5004.69,0.35325,0.25427,0.82122,0.91553,0.72217,0.80221,0.67939,0.45127,0.43249,0.83884,6.50935e-06,6.50935e-06,6.50935e-06
189,5031.17,0.33483,0.24864,0.81987,0.90908,0.72372,0.7994,0.67956,0.44959,0.4359,0.83829,6.0094e-06,6.0094e-06,6.0094e-06
190,5058.02,0.33643,0.24843,0.82037,0.90426,0.72316,0.79976,0.67988,0.44928,0.43509,0.83691,5.50945e-06,5.50945e-06,5.50945e-06
191,5108.8,0.29357,0.20834,0.78856,0.89465,0.73307,0.79804,0.67468,0.45367,0.43221,0.84125,5.0095e-06,5.0095e-06,5.0095e-06
192,5135.2,0.29307,0.20717,0.78433,0.91908,0.71524,0.79708,0.67153,0.4537,0.43493,0.84228,4.50955e-06,4.50955e-06,4.50955e-06
193,5161.66,0.29722,0.21117,0.78761,0.9188,0.71752,0.79769,0.67093,0.45424,0.43371,0.84207,4.0096e-06,4.0096e-06,4.0096e-06
194,5188.51,0.29557,0.20736,0.7891,0.91691,0.71879,0.7982,0.67377,0.45314,0.43213,0.84202,3.50965e-06,3.50965e-06,3.50965e-06
195,5215.46,0.29362,0.20484,0.78645,0.87715,0.74544,0.79964,0.67509,0.45244,0.42909,0.8411,3.0097e-06,3.0097e-06,3.0097e-06
196,5242.21,0.29124,0.20787,0.78959,0.92136,0.71853,0.79944,0.6727,0.45279,0.43148,0.84179,2.50975e-06,2.50975e-06,2.50975e-06
197,5268.73,0.2959,0.20984,0.79116,0.92232,0.71749,0.79902,0.67335,0.45236,0.43314,0.842,2.0098e-06,2.0098e-06,2.0098e-06
198,5295.61,0.29102,0.20453,0.78383,0.92368,0.71791,0.79912,0.67429,0.45289,0.43406,0.84296,1.50985e-06,1.50985e-06,1.50985e-06
199,5322.39,0.28968,0.20596,0.78817,0.92188,0.71804,0.79925,0.6745,0.45346,0.4339,0.84313,1.0099e-06,1.0099e-06,1.0099e-06
200,5348.73,0.28974,0.20426,0.78636,0.92488,0.71657,0.79934,0.67548,0.45333,0.43585,0.84267,5.0995e-07,5.0995e-07,5.0995e-07
